0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,-3.4694470e-18
-3.7414296e-02,-3.3874483e-02,2.8553851e-03,4.8069012e-04,6.0049151e-05,4.7364388e-04
-1.8261854e-02,6.5740596e-03,1.1103722e-02,7.8847276e-05,-1.6402721e-04,2.9764671e-04
-2.4799041e-02,-2.2669211e-02,1.9925858e-02,1.7805440e-04,-2.7676833e-04,3.2290740e-04
-3.7831467e-02,1.1677921e-02,2.1241294e-02,9.9550744e-05,-9.1228407e-05,2.6785759e-05
-5.0652887e-04,-9.1737195e-03,3.7679313e-02,-2.5239990e-05,-2.5030026e-04,3.3112682e-04
-9.8218616e-03,-2.3051729e-02,2.6747446e-02,3.9904015e-04,5.2842558e-05,4.1766618e-04
-1.8845549e-02,1.1837595e-02,2.4182049e-02,4.3838407e-04,3.6477521e-05,3.9986650e-04
-1.1010114e-02,-1.5188557e-02,2.7921257e-02,1.7887161e-04,-1.0399043e-04,3.0474876e-04
-3.8818484e-02,-4.7389427e-03,2.7756771e-02,1.5460006e-04,-8.1019862e-05,3.1784472e-04
-6.2946888e-04,1.5661734e-03,3.2625625e-02,-1.6226523e-04,-1.3259118e-04,3.1290613e-04
-2.1829878e-02,-1.1477832e-02,2.8114392e-02,8.1359851e-04,1.4295328e-04,6.6415130e-04
1.5958958e-02,2.3255103e-02,2.1948228e-02,2.2665684e-04,-6.0429356e-05,4.8463052e-04
-3.5245647e-02,-1.0930918e-02,2.0326079e-02,1.8162112e-04,-2.1096677e-04,5.7930858e-04
-1.6907946e-02,-3.2944576e-02,1.6787298e-02,4.3059796e-04,-3.7760958e-04,7.1991627e-04
3.8585898e-02,-5.7637351e-03,4.3760079e-02,-6.1979351e-04,-4.5972929e-04,8.1903797e-04
-7.0534371e-02,-1.9168115e-02,4.7467116e-02,2.1867805e-04,-1.3823014e-04,7.2777804e-04
4.2002206e-02,9.5461073e-03,4.1622087e-02,-2.1374423e-04,-3.4199237e-04,5.6547224e-04
3.7555930e-02,-3.9370388e-02,2.2141515e-02,3.0003164e-04,2.3328049e-05,2.1149286e-03
-1.7195761e-02,1.6992508e-02,4.8706124e-02,-5.4601164e-05,-9.2373600e-04,1.0070024e-03
1.1238318e-02,-3.8053274e-02,7.1178445e-02,5.7074954e-04,-3.6189975e-04,3.3799047e-04
1.0111963e-02,5.9977584e-03,8.8596634e-02,-2.7213655e-04,-3.2094115e-04,4.7588546e-04
-3.8524547e-02,-2.0833957e-02,1.1745464e-01,1.3560745e-04,-2.9823002e-04,5.1884464e-04
6.4444074e-03,2.2253950e-03,1.0828764e-01,-1.7501552e-04,-4.7702486e-04,3.8704062e-04
4.2144127e-03,-7.0141082e-03,1.2803136e-01,-3.2142046e-04,-3.6242289e-04,2.6139180e-04
-2.6669472e-02,-2.7193133e-03,1.3606655e-01,-1.2208943e-04,-2.8711496e-04,2.7575335e-04
2.1556422e-02,1.3668058e-02,1.4386432e-01,-3.0008174e-05,-2.5593648e-04,4.8038218e-04
-2.1384748e-03,-8.7130098e-03,1.5934807e-01,-7.1722509e-05,-3.5343670e-04,4.2705083e-04
2.3232733e-03,-1.8969217e-02,1.6718296e-01,-9.3156480e-05,-4.3075655e-04,6.1282283e-04
1.1400656e-02,-5.4220690e-03,1.4380587e-01,4.9079850e-04,-4.8216147e-04,6.6802993e-04
2.3461075e-02,7.1700227e-03,1.6007250e-01,-5.6198600e-04,-3.7010003e-04,6.9125909e-04
-2.6788345e-03,-8.1522074e-03,1.5042364e-01,-1.3280636e-05,-4.5331360e-04,7.5819400e-04
2.8318383e-03,-1.0706718e-02,1.4949489e-01,2.4290221e-04,-3.4669991e-04,5.9429980e-04
1.8948252e-02,-8.0284223e-03,1.6299546e-01,2.2681634e-04,-4.1088169e-04,7.8747887e-04
2.2554261e-02,-2.2937220e-02,1.5764105e-01,4.7273743e-04,-2.3787730e-04,8.3263403e-04
-4.1660798e-02,9.1875260e-03,1.7430817e-01,-1.1409409e-04,-4.7807781e-04,5.0852943e-04
3.7950555e-02,-8.1542792e-03,1.8780552e-01,-3.5934097e-04,-2.8991342e-04,6.0754914e-04
1.0670408e-04,4.9663425e-05,1.8032214e-01,-1.4140379e-04,-4.7629202e-04,7.7770564e-04
1.0949889e-02,-7.1579996e-03,1.7238975e-01,-6.5131040e-05,-6.8137226e-04,6.8570810e-04
4.2449204e-02,-1.7647511e-03,1.8803044e-01,-5.3749429e-04,-6.7895659e-04,9.1204970e-04
-2.7910153e-02,-2.5022752e-03,1.8108494e-01,8.4334340e-05,-5.8426440e-04,8.8568582e-04
